pais_grupo,valores_nivel_1,valores_nivel_2,n_grupos,n_registros,promedio_anios,anio_min_global,anio_max_global
Honduras,"33 Cultivos extensivos, Pastizales y matorrales","332 Pastizales naturales y cultivados,333 Matorrales (barbecho o en descanso),331 Granos básicos y hortalizas  y otros",1,18,18.0,2005,2022
Honduras,"33 Cultivos extensivos, Pastizales y matorrales","333 Matorrales (barbecho o en descanso),331 Granos básicos y hortalizas  y otros,332 Pastizales naturales y cultivados",1,18,18.0,2005,2022
Honduras,"33 Cultivos extensivos, Pastizales y matorrales","333 Matorrales (barbecho o en descanso),332 Pastizales naturales y cultivados,331 Granos básicos y hortalizas  y otros",1,18,18.0,2005,2022
Honduras,"33 Cultivos extensivos, Pastizales y matorrales,21 Cuerpos de Agua","333 Matorrales (barbecho o en descanso),331 Granos básicos y hortalizas  y otros,210 Cuerpos de Agua",1,18,18.0,2005,2022
Honduras,"33 Cultivos extensivos, Pastizales y matorrales,22 Humedales","332 Pastizales naturales y cultivados,220 Humedales",1,18,18.0,2005,2022
Honduras,"33 Cultivos extensivos, Pastizales y matorrales,32 Cultivos Arbóreos","331 Granos básicos y hortalizas  y otros,321 Café,325 Otros sistemas agroforestales o silvopastoriles",1,18,18.0,2005,2022
Honduras,"33 Cultivos extensivos, Pastizales y matorrales,32 Cultivos Arbóreos","331 Granos básicos y hortalizas  y otros,323 Frutales",1,18,18.0,2005,2022
Honduras,"33 Cultivos extensivos, Pastizales y matorrales,32 Cultivos Arbóreos","332 Pastizales naturales y cultivados,322 Cacao",1,18,18.0,2005,2022
Honduras,"33 Cultivos extensivos, Pastizales y matorrales,32 Cultivos Arbóreos","332 Pastizales naturales y cultivados,331 Granos básicos y hortalizas  y otros,325 Otros sistemas agroforestales o silvopastoriles,321 Café",1,18,18.0,2005,2022
Honduras,"33 Cultivos extensivos, Pastizales y matorrales,32 Cultivos Arbóreos","333 Matorrales (barbecho o en descanso),331 Granos básicos y hortalizas  y otros,321 Café",1,18,18.0,2005,2022
Honduras,"33 Cultivos extensivos, Pastizales y matorrales,32 Cultivos Arbóreos","333 Matorrales (barbecho o en descanso),331 Granos básicos y hortalizas  y otros,325 Otros sistemas agroforestales o silvopastoriles,321 Café",1,18,18.0,2005,2022
Honduras,"33 Cultivos extensivos, Pastizales y matorrales,32 Cultivos Arbóreos","333 Matorrales (barbecho o en descanso),332 Pastizales naturales y cultivados,323 Frutales",1,18,18.0,2005,2022
Honduras,"33 Cultivos extensivos, Pastizales y matorrales,32 Cultivos Arbóreos,42 Bosque de coníferas","332 Pastizales naturales y cultivados,321 Café,325 Otros sistemas agroforestales o silvopastoriles,420 Bosque de coníferas",1,18,18.0,2005,2022
Honduras,"33 Cultivos extensivos, Pastizales y matorrales,32 Cultivos Arbóreos,42 Bosque de coníferas","333 Matorrales (barbecho o en descanso),321 Café,420 Bosque de coníferas",1,18,18.0,2005,2022
Honduras,"33 Cultivos extensivos, Pastizales y matorrales,42 Bosque de coníferas","331 Granos básicos y hortalizas  y otros,332 Pastizales naturales y cultivados,420 Bosque de coníferas",1,18,18.0,2005,2022
Honduras,"33 Cultivos extensivos, Pastizales y matorrales,42 Bosque de coníferas","331 Granos básicos y hortalizas  y otros,333 Matorrales (barbecho o en descanso),420 Bosque de coníferas",1,18,18.0,2005,2022
Honduras,"33 Cultivos extensivos, Pastizales y matorrales,42 Bosque de coníferas","333 Matorrales (barbecho o en descanso),331 Granos básicos y hortalizas  y otros,420 Bosque de coníferas",1,18,18.0,2005,2022
Honduras,"41 Bosque latifoliado y mixto,11 Urbano","413 Bosque Mixto (Lat-Coniferas),110 Urbano",1,18,18.0,2005,2022
Honduras,"41 Bosque latifoliado y mixto,22 Humedales","410 Bosque latifoliado y mixto,220 Humedales",1,18,18.0,2005,2022
Honduras,"41 Bosque latifoliado y mixto,31 Cultivos intensivos No-Arbóreos","414 Bosque seco o deciduo,311 Palma aceitera",1,18,18.0,2005,2022
Honduras,"41 Bosque latifoliado y mixto,31 Cultivos intensivos No-Arbóreos,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,311 Palma aceitera,333 Matorrales (barbecho o en descanso),332 Pastizales naturales y cultivados",1,18,18.0,2005,2022
Honduras,"41 Bosque latifoliado y mixto,31 Cultivos intensivos No-Arbóreos,33 Cultivos extensivos, Pastizales y matorrales","414 Bosque seco o deciduo,311 Palma aceitera,332 Pastizales naturales y cultivados",1,18,18.0,2005,2022
Honduras,"41 Bosque latifoliado y mixto,32 Cultivos Arbóreos","410 Bosque latifoliado y mixto,321 Café,325 Otros sistemas agroforestales o silvopastoriles",1,18,18.0,2005,2022
Honduras,"41 Bosque latifoliado y mixto,32 Cultivos Arbóreos","410 Bosque latifoliado y mixto,322 Cacao",1,18,18.0,2005,2022
Honduras,"41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,332 Pastizales naturales y cultivados,331 Granos básicos y hortalizas  y otros",1,18,18.0,2005,2022
Honduras,"41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,333 Matorrales (barbecho o en descanso),331 Granos básicos y hortalizas  y otros,332 Pastizales naturales y cultivados",1,18,18.0,2005,2022
Honduras,"41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","413 Bosque Mixto (Lat-Coniferas),333 Matorrales (barbecho o en descanso),331 Granos básicos y hortalizas  y otros",1,18,18.0,2005,2022
Honduras,"41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales,11 Urbano","414 Bosque seco o deciduo,333 Matorrales (barbecho o en descanso),110 Urbano",1,18,18.0,2005,2022
Honduras,"41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales,21 Cuerpos de Agua","410 Bosque latifoliado y mixto,333 Matorrales (barbecho o en descanso),210 Cuerpos de Agua",1,18,18.0,2005,2022
Honduras,"41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales,32 Cultivos Arbóreos","410 Bosque latifoliado y mixto,331 Granos básicos y hortalizas  y otros,325 Otros sistemas agroforestales o silvopastoriles",1,18,18.0,2005,2022
Honduras,"41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales,32 Cultivos Arbóreos","410 Bosque latifoliado y mixto,332 Pastizales naturales y cultivados,321 Café",1,18,18.0,2005,2022
Honduras,"41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales,32 Cultivos Arbóreos","410 Bosque latifoliado y mixto,332 Pastizales naturales y cultivados,321 Café,325 Otros sistemas agroforestales o silvopastoriles",1,18,18.0,2005,2022
Honduras,"41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales,32 Cultivos Arbóreos","410 Bosque latifoliado y mixto,333 Matorrales (barbecho o en descanso),323 Frutales",1,18,18.0,2005,2022
Honduras,"41 Bosque latifoliado y mixto,42 Bosque de coníferas","413 Bosque Mixto (Lat-Coniferas),420 Bosque de coníferas",1,18,18.0,2005,2022
Honduras,"43 Manglares,21 Cuerpos de Agua","430 Manglares,210 Cuerpos de Agua",1,18,18.0,2005,2022
multipais_o_inconsistente,"41 Bosque latifoliado y mixto,21 Cuerpos de Agua","410 Bosque latifoliado y mixto,210 Cuerpos de Agua",3,18,3.0,2001,2018
Guatemala,"33 Cultivos extensivos, Pastizales y matorrales,32 Cultivos Arbóreos","331 Granos básicos y hortalizas  y otros,321 Café",8,16,2.0,2006,2016
Guatemala,"41 Bosque latifoliado y mixto,32 Cultivos Arbóreos","410 Bosque latifoliado y mixto,324 Hule",8,16,2.0,2006,2016
Guatemala,"41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","413 Bosque Mixto (Lat-Coniferas),331 Granos básicos y hortalizas  y otros",8,16,2.0,2006,2016
Guatemala,"41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","413 Bosque Mixto (Lat-Coniferas),332 Pastizales naturales y cultivados",8,16,2.0,2006,2016
multipais_o_inconsistente,"33 Cultivos extensivos, Pastizales y matorrales,21 Cuerpos de Agua","333 Matorrales (barbecho o en descanso),210 Cuerpos de Agua",4,16,2.0,2000,2018
multipais_o_inconsistente,"41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,333 Matorrales (barbecho o en descanso)",4,16,2.0,2000,2018
Costa Rica,"21 Cuerpos de Agua,11 Urbano","210 Cuerpos de Agua,110 Urbano",5,15,3.0,2005,2017
Costa Rica,"41 Bosque latifoliado y mixto,11 Urbano","411 Latifoliado maduro húmedo,412 Latifoliado secundario húmedo,110 Urbano",5,15,3.0,2005,2017
Costa Rica,"41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales,44 Otros arbóreo en tierras no agrícola","411 Latifoliado maduro húmedo,332 Pastizales naturales y cultivados,443  Árboles fuera de bosque y otras áreas naturales",5,15,3.0,2005,2016
El Salvador,"11 Urbano,32 Cultivos Arbóreos","111 Urbano continuo,325 Otros sistemas agroforestales o silvopastoriles",6,15,2.5,2000,2018
El Salvador,"21 Cuerpos de Agua,12 Otras tierras","212 Cuerpos de agua artificial,122 Suelo desnudo, arena, rocoso, lava, otros",5,15,3.0,2001,2018
El Salvador,"31 Cultivos intensivos No-Arbóreos,33 Cultivos extensivos, Pastizales y matorrales,11 Urbano","313 Caña de azúcar,332 Pastizales naturales y cultivados,112 Urbano discontinuo",5,15,3.0,2001,2018
El Salvador,"31 Cultivos intensivos No-Arbóreos,33 Cultivos extensivos, Pastizales y matorrales,12 Otras tierras","313 Caña de azúcar,331 Granos básicos y hortalizas  y otros,122 Suelo desnudo, arena, rocoso, lava, otros",5,15,3.0,2001,2018
El Salvador,"31 Cultivos intensivos No-Arbóreos,33 Cultivos extensivos, Pastizales y matorrales,12 Otras tierras","313 Caña de azúcar,332 Pastizales naturales y cultivados,122 Suelo desnudo, arena, rocoso, lava, otros",5,15,3.0,2001,2018
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,11 Urbano","333 Matorrales (barbecho o en descanso),112 Urbano discontinuo,111 Urbano continuo",5,15,3.0,2001,2018
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,11 Urbano,32 Cultivos Arbóreos","332 Pastizales naturales y cultivados,112 Urbano discontinuo,325 Otros sistemas agroforestales o silvopastoriles",5,15,3.0,2001,2018
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,12 Otras tierras","331 Granos básicos y hortalizas  y otros,333 Matorrales (barbecho o en descanso),122 Suelo desnudo, arena, rocoso, lava, otros",5,15,3.0,2001,2018
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,32 Cultivos Arbóreos","331 Granos básicos y hortalizas  y otros,321 Café,325 Otros sistemas agroforestales o silvopastoriles",5,15,3.0,2001,2018
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,32 Cultivos Arbóreos","331 Granos básicos y hortalizas  y otros,333 Matorrales (barbecho o en descanso),323 Frutales",5,15,3.0,2001,2018
El Salvador,"41 Bosque latifoliado y mixto,31 Cultivos intensivos No-Arbóreos,44 Otros arbóreo en tierras no agrícola","410 Bosque latifoliado y mixto,313 Caña de azúcar,441 Masa arbórea ribereña",5,15,3.0,2001,2018
El Salvador,"41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales,21 Cuerpos de Agua","410 Bosque latifoliado y mixto,332 Pastizales naturales y cultivados,210 Cuerpos de Agua",5,15,3.0,2001,2018
El Salvador,"41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales,43 Manglares","410 Bosque latifoliado y mixto,333 Matorrales (barbecho o en descanso),430 Manglares",5,15,3.0,2001,2018
Guatemala,"33 Cultivos extensivos, Pastizales y matorrales,42 Bosque de coníferas","332 Pastizales naturales y cultivados,420 Bosque de coníferas",7,14,2.0,2006,2016
Guatemala,"41 Bosque latifoliado y mixto,12 Otras tierras","410 Bosque latifoliado y mixto,122 Suelo desnudo, arena, rocoso, lava, otros",7,14,2.0,2006,2016
Guatemala,"41 Bosque latifoliado y mixto,31 Cultivos intensivos No-Arbóreos","410 Bosque latifoliado y mixto,313 Caña de azúcar",7,14,2.0,2006,2016
Costa Rica,"12 Otras tierras,11 Urbano,44 Otros arbóreo en tierras no agrícola","122 Suelo desnudo, arena, rocoso, lava, otros,110 Urbano,443  Árboles fuera de bosque y otras áreas naturales",4,12,3.0,2005,2017
Costa Rica,"21 Cuerpos de Agua,11 Urbano,44 Otros arbóreo en tierras no agrícola","210 Cuerpos de Agua,110 Urbano,443  Árboles fuera de bosque y otras áreas naturales",4,12,3.0,2005,2016
Costa Rica,"31 Cultivos intensivos No-Arbóreos,21 Cuerpos de Agua,91 Otras","311 Palma aceitera,210 Cuerpos de Agua,910 Otras",4,12,3.0,2005,2016
Costa Rica,"31 Cultivos intensivos No-Arbóreos,44 Otros arbóreo en tierras no agrícola","311 Palma aceitera,443  Árboles fuera de bosque y otras áreas naturales",4,12,3.0,2005,2016
Costa Rica,"41 Bosque latifoliado y mixto,31 Cultivos intensivos No-Arbóreos,12 Otras tierras","411 Latifoliado maduro húmedo,311 Palma aceitera,122 Suelo desnudo, arena, rocoso, lava, otros",4,12,3.0,2005,2016
El Salvador,"11 Urbano,44 Otros arbóreo en tierras no agrícola","112 Urbano discontinuo,111 Urbano continuo,441 Masa arbórea ribereña",4,12,3.0,2001,2018
El Salvador,"11 Urbano,44 Otros arbóreo en tierras no agrícola","112 Urbano discontinuo,441 Masa arbórea ribereña",4,12,3.0,2001,2018
El Salvador,"11 Urbano,44 Otros arbóreo en tierras no agrícola","112 Urbano discontinuo,442 Plantaciones forestales",6,12,2.0,2000,2018
El Salvador,"12 Otras tierras,11 Urbano,44 Otros arbóreo en tierras no agrícola","122 Suelo desnudo, arena, rocoso, lava, otros,111 Urbano continuo,443  Árboles fuera de bosque y otras áreas naturales",4,12,3.0,2001,2018
El Salvador,"21 Cuerpos de Agua,44 Otros arbóreo en tierras no agrícola","210 Cuerpos de Agua,443  Árboles fuera de bosque y otras áreas naturales",4,12,3.0,2001,2018
El Salvador,"31 Cultivos intensivos No-Arbóreos,32 Cultivos Arbóreos","313 Caña de azúcar,321 Café,325 Otros sistemas agroforestales o silvopastoriles",4,12,3.0,2001,2018
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,11 Urbano","331 Granos básicos y hortalizas  y otros,332 Pastizales naturales y cultivados,111 Urbano continuo",4,12,3.0,2001,2018
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,11 Urbano,32 Cultivos Arbóreos","331 Granos básicos y hortalizas  y otros,112 Urbano discontinuo,325 Otros sistemas agroforestales o silvopastoriles",4,12,3.0,2001,2018
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,11 Urbano,32 Cultivos Arbóreos","333 Matorrales (barbecho o en descanso),111 Urbano continuo,321 Café",4,12,3.0,2001,2018
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,21 Cuerpos de Agua,12 Otras tierras","333 Matorrales (barbecho o en descanso),210 Cuerpos de Agua,122 Suelo desnudo, arena, rocoso, lava, otros",4,12,3.0,2001,2018
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,32 Cultivos Arbóreos","332 Pastizales naturales y cultivados,321 Café,325 Otros sistemas agroforestales o silvopastoriles",4,12,3.0,2001,2018
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,32 Cultivos Arbóreos","332 Pastizales naturales y cultivados,333 Matorrales (barbecho o en descanso),325 Otros sistemas agroforestales o silvopastoriles",4,12,3.0,2001,2018
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,44 Otros arbóreo en tierras no agrícola","333 Matorrales (barbecho o en descanso),443  Árboles fuera de bosque y otras áreas naturales",4,12,3.0,2001,2018
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,44 Otros arbóreo en tierras no agrícola,32 Cultivos Arbóreos","333 Matorrales (barbecho o en descanso),441 Masa arbórea ribereña,321 Café",4,12,3.0,2001,2018
El Salvador,"43 Manglares,11 Urbano","430 Manglares,112 Urbano discontinuo",6,12,2.0,2000,2018
El Salvador,"44 Otros arbóreo en tierras no agrícola,32 Cultivos Arbóreos","441 Masa arbórea ribereña,325 Otros sistemas agroforestales o silvopastoriles,323 Frutales",4,12,3.0,2001,2018
Guatemala,"33 Cultivos extensivos, Pastizales y matorrales,42 Bosque de coníferas","333 Matorrales (barbecho o en descanso),420 Bosque de coníferas",6,12,2.0,2006,2016
multipais_o_inconsistente,"33 Cultivos extensivos, Pastizales y matorrales,32 Cultivos Arbóreos","333 Matorrales (barbecho o en descanso),323 Frutales",3,12,2.0,2000,2018
multipais_o_inconsistente,"41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,331 Granos básicos y hortalizas  y otros",2,12,3.0,2001,2018
Guatemala,"33 Cultivos extensivos, Pastizales y matorrales,11 Urbano","332 Pastizales naturales y cultivados,112 Urbano discontinuo",5,10,2.0,2006,2016
Costa Rica,"11 Urbano,44 Otros arbóreo en tierras no agrícola","110 Urbano,442 Plantaciones forestales",3,9,3.0,2005,2018
Costa Rica,"21 Cuerpos de Agua,12 Otras tierras,44 Otros arbóreo en tierras no agrícola","210 Cuerpos de Agua,122 Suelo desnudo, arena, rocoso, lava, otros,443  Árboles fuera de bosque y otras áreas naturales",3,9,3.0,2005,2016
Costa Rica,"33 Cultivos extensivos, Pastizales y matorrales,11 Urbano,32 Cultivos Arbóreos","331 Granos básicos y hortalizas  y otros,110 Urbano,321 Café",3,9,3.0,2005,2017
Costa Rica,"41 Bosque latifoliado y mixto,31 Cultivos intensivos No-Arbóreos,21 Cuerpos de Agua","411 Latifoliado maduro húmedo,311 Palma aceitera,210 Cuerpos de Agua",3,9,3.0,2005,2016
Costa Rica,"41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","412 Latifoliado secundario húmedo,332 Pastizales naturales y cultivados,331 Granos básicos y hortalizas  y otros",3,9,3.0,2005,2016
Costa Rica,"41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales,12 Otras tierras","411 Latifoliado maduro húmedo,332 Pastizales naturales y cultivados,122 Suelo desnudo, arena, rocoso, lava, otros",3,9,3.0,2005,2016
El Salvador,"21 Cuerpos de Agua,44 Otros arbóreo en tierras no agrícola","210 Cuerpos de Agua,441 Masa arbórea ribereña",3,9,3.0,2001,2018
El Salvador,"31 Cultivos intensivos No-Arbóreos,33 Cultivos extensivos, Pastizales y matorrales,11 Urbano","313 Caña de azúcar,331 Granos básicos y hortalizas  y otros,111 Urbano continuo",3,9,3.0,2001,2018
El Salvador,"31 Cultivos intensivos No-Arbóreos,33 Cultivos extensivos, Pastizales y matorrales,44 Otros arbóreo en tierras no agrícola","313 Caña de azúcar,332 Pastizales naturales y cultivados,443  Árboles fuera de bosque y otras áreas naturales",3,9,3.0,2001,2018
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,11 Urbano,44 Otros arbóreo en tierras no agrícola","331 Granos básicos y hortalizas  y otros,111 Urbano continuo,443  Árboles fuera de bosque y otras áreas naturales",3,9,3.0,2001,2018
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,11 Urbano,44 Otros arbóreo en tierras no agrícola","331 Granos básicos y hortalizas  y otros,112 Urbano discontinuo,441 Masa arbórea ribereña",3,9,3.0,2001,2018
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,12 Otras tierras,11 Urbano","333 Matorrales (barbecho o en descanso),122 Suelo desnudo, arena, rocoso, lava, otros,112 Urbano discontinuo",3,9,3.0,2001,2018
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,32 Cultivos Arbóreos","331 Granos básicos y hortalizas  y otros,325 Otros sistemas agroforestales o silvopastoriles,323 Frutales",3,9,3.0,2001,2018
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,44 Otros arbóreo en tierras no agrícola","331 Granos básicos y hortalizas  y otros,443  Árboles fuera de bosque y otras áreas naturales,441 Masa arbórea ribereña",3,9,3.0,2001,2018
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,44 Otros arbóreo en tierras no agrícola","332 Pastizales naturales y cultivados,333 Matorrales (barbecho o en descanso),441 Masa arbórea ribereña",3,9,3.0,2001,2018
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,44 Otros arbóreo en tierras no agrícola","333 Matorrales (barbecho o en descanso),331 Granos básicos y hortalizas  y otros,443  Árboles fuera de bosque y otras áreas naturales",3,9,3.0,2001,2018
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,44 Otros arbóreo en tierras no agrícola,32 Cultivos Arbóreos","331 Granos básicos y hortalizas  y otros,441 Masa arbórea ribereña,323 Frutales",3,9,3.0,2001,2018
El Salvador,"41 Bosque latifoliado y mixto,12 Otras tierras,11 Urbano","410 Bosque latifoliado y mixto,122 Suelo desnudo, arena, rocoso, lava, otros,112 Urbano discontinuo",3,9,3.0,2001,2018
El Salvador,"41 Bosque latifoliado y mixto,12 Otras tierras,44 Otros arbóreo en tierras no agrícola","410 Bosque latifoliado y mixto,122 Suelo desnudo, arena, rocoso, lava, otros,443  Árboles fuera de bosque y otras áreas naturales",3,9,3.0,2001,2018
El Salvador,"41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales,32 Cultivos Arbóreos","410 Bosque latifoliado y mixto,333 Matorrales (barbecho o en descanso),323 Frutales",3,9,3.0,2001,2018
Guatemala,"21 Cuerpos de Agua,12 Otras tierras","211 Cuerpos de agua natural,122 Suelo desnudo, arena, rocoso, lava, otros",4,8,2.0,2006,2016
Guatemala,"31 Cultivos intensivos No-Arbóreos,33 Cultivos extensivos, Pastizales y matorrales","312 Bananeras,332 Pastizales naturales y cultivados",4,8,2.0,2006,2016
Guatemala,"31 Cultivos intensivos No-Arbóreos,33 Cultivos extensivos, Pastizales y matorrales","313 Caña de azúcar,333 Matorrales (barbecho o en descanso)",4,8,2.0,2006,2016
Guatemala,"31 Cultivos intensivos No-Arbóreos,33 Cultivos extensivos, Pastizales y matorrales","315 Otros cultivos intensivos no arbóreos,332 Pastizales naturales y cultivados",4,8,2.0,2000,2018
Guatemala,"33 Cultivos extensivos, Pastizales y matorrales,11 Urbano","331 Granos básicos y hortalizas  y otros,112 Urbano discontinuo",4,8,2.0,2006,2016
Guatemala,"33 Cultivos extensivos, Pastizales y matorrales,21 Cuerpos de Agua","333 Matorrales (barbecho o en descanso),211 Cuerpos de agua natural",4,8,2.0,2006,2016
Guatemala,"33 Cultivos extensivos, Pastizales y matorrales,22 Humedales","332 Pastizales naturales y cultivados,220 Humedales",4,8,2.0,2006,2016
multipais_o_inconsistente,"21 Cuerpos de Agua,12 Otras tierras","211 Cuerpos de agua natural,122 Suelo desnudo, arena, rocoso, lava, otros",1,8,2.0,2006,2016
Costa Rica,"12 Otras tierras,11 Urbano,91 Otras","122 Suelo desnudo, arena, rocoso, lava, otros,110 Urbano,910 Otras",2,6,3.0,2005,2016
Costa Rica,"33 Cultivos extensivos, Pastizales y matorrales,12 Otras tierras","331 Granos básicos y hortalizas  y otros,332 Pastizales naturales y cultivados,122 Suelo desnudo, arena, rocoso, lava, otros",2,6,3.0,2005,2017
Costa Rica,"33 Cultivos extensivos, Pastizales y matorrales,21 Cuerpos de Agua,12 Otras tierras","332 Pastizales naturales y cultivados,210 Cuerpos de Agua,122 Suelo desnudo, arena, rocoso, lava, otros",2,6,3.0,2005,2016
Costa Rica,"33 Cultivos extensivos, Pastizales y matorrales,44 Otros arbóreo en tierras no agrícola","332 Pastizales naturales y cultivados,442 Plantaciones forestales,443  Árboles fuera de bosque y otras áreas naturales",2,6,3.0,2005,2018
Costa Rica,"41 Bosque latifoliado y mixto,21 Cuerpos de Agua,91 Otras","412 Latifoliado secundario húmedo,210 Cuerpos de Agua,910 Otras",2,6,3.0,2005,2016
Costa Rica,"41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales,11 Urbano","411 Latifoliado maduro húmedo,332 Pastizales naturales y cultivados,110 Urbano",2,6,3.0,2005,2016
Costa Rica,44 Otros arbóreo en tierras no agrícola,"442 Plantaciones forestales,443  Árboles fuera de bosque y otras áreas naturales",2,6,3.0,2005,2018
El Salvador,"12 Otras tierras,44 Otros arbóreo en tierras no agrícola","122 Suelo desnudo, arena, rocoso, lava, otros,441 Masa arbórea ribereña",2,6,3.0,2001,2018
El Salvador,"31 Cultivos intensivos No-Arbóreos,11 Urbano,32 Cultivos Arbóreos","313 Caña de azúcar,112 Urbano discontinuo,325 Otros sistemas agroforestales o silvopastoriles",2,6,3.0,2001,2018
El Salvador,"31 Cultivos intensivos No-Arbóreos,11 Urbano,44 Otros arbóreo en tierras no agrícola","313 Caña de azúcar,112 Urbano discontinuo,441 Masa arbórea ribereña",2,6,3.0,2001,2018
El Salvador,"31 Cultivos intensivos No-Arbóreos,44 Otros arbóreo en tierras no agrícola,32 Cultivos Arbóreos","313 Caña de azúcar,443  Árboles fuera de bosque y otras áreas naturales,325 Otros sistemas agroforestales o silvopastoriles",2,6,3.0,2001,2018
El Salvador,32 Cultivos Arbóreos,"325 Otros sistemas agroforestales o silvopastoriles,323 Frutales",2,6,3.0,2001,2018
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,11 Urbano,44 Otros arbóreo en tierras no agrícola","332 Pastizales naturales y cultivados,111 Urbano continuo,443  Árboles fuera de bosque y otras áreas naturales",2,6,3.0,2001,2018
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,12 Otras tierras","331 Granos básicos y hortalizas  y otros,332 Pastizales naturales y cultivados,122 Suelo desnudo, arena, rocoso, lava, otros",2,6,3.0,2001,2018
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,12 Otras tierras","333 Matorrales (barbecho o en descanso),331 Granos básicos y hortalizas  y otros,122 Suelo desnudo, arena, rocoso, lava, otros",2,6,3.0,2001,2018
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,12 Otras tierras","333 Matorrales (barbecho o en descanso),332 Pastizales naturales y cultivados,122 Suelo desnudo, arena, rocoso, lava, otros",2,6,3.0,2001,2018
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,12 Otras tierras,11 Urbano","332 Pastizales naturales y cultivados,122 Suelo desnudo, arena, rocoso, lava, otros,111 Urbano continuo",2,6,3.0,2001,2018
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,12 Otras tierras,44 Otros arbóreo en tierras no agrícola","332 Pastizales naturales y cultivados,122 Suelo desnudo, arena, rocoso, lava, otros,441 Masa arbórea ribereña",2,6,3.0,2001,2018
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,12 Otras tierras,44 Otros arbóreo en tierras no agrícola","332 Pastizales naturales y cultivados,122 Suelo desnudo, arena, rocoso, lava, otros,443  Árboles fuera de bosque y otras áreas naturales",2,6,3.0,2001,2018
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,21 Cuerpos de Agua","332 Pastizales naturales y cultivados,331 Granos básicos y hortalizas  y otros,210 Cuerpos de Agua",2,6,3.0,2001,2018
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,21 Cuerpos de Agua,44 Otros arbóreo en tierras no agrícola","332 Pastizales naturales y cultivados,210 Cuerpos de Agua,443  Árboles fuera de bosque y otras áreas naturales",2,6,3.0,2001,2018
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,32 Cultivos Arbóreos","332 Pastizales naturales y cultivados,321 Café,323 Frutales",2,6,3.0,2001,2018
